buildupArea_sqft,bathrooms,bhk,flat_price,location1,age_of_property,furnishing,bedrooms,balcony,parking
650,1,1 BHK Flat,1.15,Powai,modern property,Semi Furnished,1,0,no
750,2,2 BHK Flat,2.25,Santacruz East,mid age property,Fully Furnished,2,1,yes
1550,3,3 BHK Flat,2.42,Bhandup West,recent construction,Semi Furnished,3,3,yes
650,2,2 BHK Flat,2.15,Andheri West,new construction,Unfurnished,2,0,yes
650,2,1 BHK Flat,0.63,Mira Road East,modern property,Semi Furnished,1,2,yes
600,2,1 BHK Flat,0.27,Vasai East,new construction,Semi Furnished,1,2,no
620,2,1 BHK Flat,0.65,Mira Road East,recent construction,Unfurnished,1,3,yes
955,2,2 BHK Flat,1.83,Wadala East,modern property,Semi Furnished,2,0,yes
500,2,1 BHK Flat,1.15,Borivali East,recent construction,Semi Furnished,1,0,yes
746,2,1 BHK Flat,1.05,Kurla West,recent construction,Semi Furnished,1,1,yes
650,1,1 BHK Flat,2.2,Matunga West,new construction,Semi Furnished,1,0,yes
875,2,2 BHK Flat,1.8,Bhandup West,recent construction,Semi Furnished,2,0,yes
750,2,2 BHK Flat,2.35,Andheri West,new construction,Unfurnished,2,0,yes
1655,2,3 BHK Flat,8.1,Wadala,recent construction,Semi Furnished,3,1,yes
1100,3,2 BHK Flat,1.2,Bhayandar East,recent construction,Semi Furnished,2,0,yes
650,1,1 BHK Flat,1.61,Powai,recent construction,Semi Furnished,1,0,yes
796,2,2 BHK Flat,2,Mulund West,new construction,Semi Furnished,2,1,yes
637,2,1 BHK Flat,1.15,Goregaon East,new construction,Unfurnished,1,0,yes
1750,3,3 BHK Flat,8.75,Prabhadevi,recent construction,Semi Furnished,3,0,yes
1050,2,2 BHK Flat,3.2,Sion,recent construction,Semi Furnished,2,3,yes
489,1,1 BHK Flat,1.1,Ghatkopar East,new construction,Fully Furnished,1,0,yes
800,1,1 BHK Flat,0.8,Mira Road East,recent construction,Semi Furnished,1,0,yes
1295,2,3 BHK Flat,4.15,Andheri West,modern property,Unfurnished,3,1,yes
850,2,2 BHK Flat,1.6,Goregaon East,recent construction,Semi Furnished,2,0,yes
1324,3,3 BHK Flat,3,Kandivali East,modern property,Semi Furnished,3,0,yes
3060,4,4 BHK Flat,17,Santacruz West,recent construction,Semi Furnished,4,0,yes
1080,3,3 BHK Flat,5,Santacruz West,recent construction,Semi Furnished,3,0,yes
1028,3,3 BHK Flat,3.12,Powai,new construction,Unfurnished,3,0,yes
724,2,2 BHK Flat,1.69,Andheri East,new construction,Unfurnished,2,0,yes
750,2,2 BHK Flat,2.4,Andheri West,recent construction,Fully Furnished,2,0,yes
1050,2,2 BHK Flat,1.61,Chembur,recent construction,Semi Furnished,2,0,yes
1000,2,2 BHK Flat,1.65,Goregaon West,new construction,Unfurnished,2,0,yes
800,2,2 BHK Flat,1.75,Mulund East,new construction,Unfurnished,2,0,yes
930,2,2 BHK Flat,2.1,Andheri West,new construction,Unfurnished,2,0,yes
650,2,1 BHK Flat,1.16,Borivali West,recent construction,Semi Furnished,1,0,yes
530,2,1 BHK Flat,1.34,Malad East,new construction,Unfurnished,1,0,yes
450,2,1 BHK Flat,1.3,Parel,recent construction,Unfurnished,1,0,yes
750,2,2 BHK Flat,1.52,Kanjurmarg East,new construction,Semi Furnished,2,0,yes
2000,3,3 BHK Flat,8.5,Vile Parle West,recent construction,Semi Furnished,3,0,no
2500,4,4 BHK Flat,6.15,Mulund West,recent construction,Fully Furnished,4,2,yes
1800,1,4 BHK Flat,6.75,Borivali East,new construction,Unfurnished,4,0,yes
1400,1,2 BHK Flat,2.5,Chembur,mid age property,Fully Furnished,2,0,yes
782,2,2 BHK Flat,1.7,Andheri East,new construction,Unfurnished,2,0,yes
1150,2,2 BHK Flat,2.1,Kanjurmarg East,new construction,Semi Furnished,2,0,yes
1350,3,3 BHK Flat,4.5,Borivali East,new construction,Semi Furnished,3,0,yes
1295,2,3 BHK Flat,4.3,Andheri West,modern property,Semi Furnished,3,1,yes
1250,3,3 BHK Flat,2.8,Malad East,recent construction,Semi Furnished,3,1,yes
927,2,2 BHK Flat,3.3,Wadala East,recent construction,Unfurnished,2,0,yes
1400,2,2 BHK Flat,9.25,Churchgate,mid age property,Semi Furnished,2,0,yes
1800,4,4 BHK Flat,12.5,Bandra West,modern property,Unfurnished,4,0,yes
680,2,1 BHK Flat,0.42,Virar West,recent construction,Semi Furnished,1,1,yes
1200,2,2 BHK Flat,2.8,Mulund East,recent construction,Semi Furnished,2,0,yes
950,2,2 BHK Flat,2,Mulund East,new construction,Semi Furnished,2,0,yes
778,1,1 BHK Flat,0.32,Virar West,new construction,Unfurnished,1,2,yes
955,2,2 BHK Flat,3.1,Sion,recent construction,Unfurnished,2,2,yes
1250,2,2 BHK Flat,2.2,Chembur,recent construction,Semi Furnished,2,0,yes
3000,4,4 BHK Flat,8,Powai,recent construction,Semi Furnished,4,3,yes
1600,3,3 BHK Flat,10,Lower Parel,new construction,Semi Furnished,3,0,yes
710,2,1 BHK Flat,0.62,Mira Road East,recent construction,Semi Furnished,1,3,yes
700,2,1 BHK Flat,0.95,Kurla West,recent construction,Semi Furnished,1,0,yes
1600,3,3 BHK Flat,3.35,Chembur,recent construction,Unfurnished,3,0,yes
585,1,1 BHK Flat,0.42,Vasai West,modern property,Unfurnished,1,0,yes
785,2,2 BHK Flat,1.5,Borivali West,recent construction,Semi Furnished,2,0,yes
1322,3,3 BHK Flat,2.51,Kanjurmarg East,recent construction,Semi Furnished,3,1,yes
480,1,1 BHK Flat,0.62,Bhayandar East,modern property,Semi Furnished,1,0,yes
530,2,1 BHK Flat,1.15,Malad West,recent construction,Unfurnished,1,1,no
1350,2,3 BHK Flat,3,Sion,modern property,Semi Furnished,3,0,yes
864,2,2 BHK Flat,1.95,Mulund West,recent construction,Semi Furnished,2,0,yes
1000,2,2 BHK Flat,2.1,Bhandup West,recent construction,Unfurnished,2,2,yes
1459,3,3 BHK Flat,2.96,Chembur,recent construction,Unfurnished,3,1,yes
500,2,1 BHK Flat,1.28,Goregaon East,recent construction,Fully Furnished,1,0,yes
820,2,2 BHK Flat,1.74,Goregaon East,recent construction,Unfurnished,2,0,yes
653,2,1 BHK Flat,0.82,Vikhroli East,new construction,Unfurnished,1,0,yes
396,2,1 BHK Flat,0.9,Vikhroli East,new construction,Unfurnished,1,0,yes
900,2,2 BHK Flat,1.92,Dahisar East,recent construction,Semi Furnished,2,0,yes
1500,3,3 BHK Flat,7.5,Santacruz West,recent construction,Semi Furnished,3,0,yes
745,2,1 BHK Flat,1.35,Madh,recent construction,Unfurnished,1,1,yes
1950,3,3 BHK Flat,5.55,Powai,recent construction,Semi Furnished,3,1,yes
950,2,2 BHK Flat,2,Borivali West,new construction,Unfurnished,2,0,yes
900,2,2 BHK Flat,1.35,Borivali East,recent construction,Unfurnished,2,0,yes
950,2,2 BHK Flat,2.45,Santacruz East,new construction,Unfurnished,2,0,yes
645,2,2 BHK Flat,0.41,Virar West,recent construction,Semi Furnished,2,3,no
1600,2,3 BHK Flat,9.25,Lower Parel,recent construction,Fully Furnished,3,0,yes
750,2,1 BHK Flat,2.65,Madanpura,modern property,Semi Furnished,1,0,yes
1350,2,3 BHK Flat,5.45,Bandra West,recent construction,Semi Furnished,3,0,yes
700,2,1 BHK Flat,1,Kandivali East,new construction,Unfurnished,1,0,yes
2700,4,4 BHK Flat,11,Prabhadevi,modern property,Semi Furnished,4,0,yes
1240,2,2 BHK Flat,2.2,Kandivali East,new construction,Unfurnished,2,0,yes
1490,3,3 BHK Flat,4.2,Powai,recent construction,Unfurnished,3,1,yes
850,2,1 BHK Flat,0.22,Naigaon East,recent construction,Unfurnished,1,1,yes
495,2,2 BHK Flat,2.4,Dadar East,new construction,Semi Furnished,2,0,no
980,4,2 BHK Flat,0.94,Bhayandar East,recent construction,Semi Furnished,2,0,yes
1000,2,2 BHK Flat,5,Bandra West,new construction,Semi Furnished,2,0,yes
556,2,1 BHK Flat,0.75,Mira Road East,recent construction,Semi Furnished,1,2,yes
310,1,1 BHK Flat,1.1,Andheri West,recent construction,Unfurnished,1,1,no
670,1,1 BHK Flat,1.5,Sion,recent construction,Semi Furnished,1,0,yes
1000,3,3 BHK Flat,2.3,Borivali East,recent construction,Unfurnished,3,0,yes
670,2,2 BHK Flat,1.6,Andheri West,recent construction,Unfurnished,2,0,no
750,2,2 BHK Flat,1.3,Chembur,recent construction,Unfurnished,2,0,yes
650,2,1 BHK Flat,1.18,Borivali East,recent construction,Semi Furnished,1,0,yes
780,2,2 BHK Flat,1.75,Goregaon East,recent construction,Fully Furnished,2,0,yes
650,2,1 BHK Flat,0.65,Mira Road East,recent construction,Unfurnished,1,2,yes
610,1,1 BHK Flat,0.34,Naigaon East,new construction,Unfurnished,1,2,yes
753,2,2 BHK Flat,1.22,Kanjurmarg West,recent construction,Semi Furnished,2,0,yes
625,2,1 BHK Flat,1,Kandivali East,recent construction,Semi Furnished,1,0,yes
1090,3,3 BHK Flat,2.3,Kandivali East,modern property,Fully Furnished,3,0,yes
600,2,1 BHK Flat,1.05,Dahisar West,modern property,Unfurnished,1,0,yes
1020,1,2 BHK Flat,2.75,Mulund East,new construction,Semi Furnished,2,0,yes
600,2,1 BHK Flat,0.58,Mira Road East,recent construction,Semi Furnished,1,3,yes
1675,3,4 BHK Flat,3.65,Bhandup West,recent construction,Semi Furnished,4,5,yes
2835,4,4 BHK Flat,10.5,Powai,recent construction,Semi Furnished,4,1,yes
850,2,2 BHK Flat,0.53,Naigaon East,new construction,Unfurnished,2,3,yes
3000,4,4 BHK Flat,8,Powai,recent construction,Semi Furnished,4,5,yes
950,1,2 BHK Flat,2.65,Powai,recent construction,Semi Furnished,2,0,yes
1625,4,4 BHK Flat,3.58,Mulund West,modern property,Unfurnished,4,2,yes
820,2,3 BHK Flat,2.2,Andheri East,new construction,Unfurnished,3,0,yes
600,2,1 BHK Flat,1.05,Mulund East,new construction,Unfurnished,1,0,yes
1150,2,2 BHK Flat,3.15,Kandivali East,recent construction,Fully Furnished,2,2,yes
750,2,2 BHK Flat,2.45,Prabhadevi,mid age property,Fully Furnished,2,0,yes
1200,1,3 BHK Flat,4.25,Andheri West,new construction,Unfurnished,3,0,yes
550,2,1 BHK Flat,1.6,Byculla,recent construction,Semi Furnished,1,0,yes
850,2,2 BHK Flat,1.85,Borivali West,mid age property,Semi Furnished,2,0,yes
790,1,1 BHK Flat,0.51,Mira Road East,modern property,Semi Furnished,1,2,yes
2186,3,4 BHK Flat,6,Mulund West,recent construction,Unfurnished,4,2,yes
650,2,1 BHK Flat,1.25,Borivali West,new construction,Semi Furnished,1,0,yes
700,2,2 BHK Flat,1.4,Mulund East,new construction,Unfurnished,2,0,yes
760,2,2 BHK Flat,1.42,Malad West,recent construction,Semi Furnished,2,1,yes
1050,1,2 BHK Flat,0.92,Thane West,recent construction,Semi Furnished,2,1,yes
650,1,1 BHK Flat,0.3,Virar West,recent construction,Semi Furnished,1,0,yes
1400,1,3 BHK Flat,5.7,Matunga East,new construction,Unfurnished,3,0,yes
500,2,1 BHK Flat,0.25,Naigaon East,recent construction,Unfurnished,1,2,yes
610,1,1 BHK Flat,0.35,Naigaon East,new construction,Unfurnished,1,2,yes
600,2,1 BHK Flat,0.35,Virar West,new construction,Semi Furnished,1,2,yes
1100,2,2 BHK Flat,2.24,Goregaon West,recent construction,Unfurnished,2,3,yes
1600,3,3 BHK Flat,3.7,Parel,new construction,Semi Furnished,3,0,yes
560,1,1 BHK Flat,0.25,Nalasopara West,recent construction,Semi Furnished,1,3,yes
1459,3,3 BHK Flat,2.98,Chembur,recent construction,Unfurnished,3,1,yes
1000,2,3 BHK Flat,2.4,Kanjurmarg East,new construction,Semi Furnished,3,0,yes
1650,3,3 BHK Flat,4.5,Powai,recent construction,Semi Furnished,3,0,yes
935,1,2 BHK Flat,0.42,Virar West,recent construction,Semi Furnished,2,3,yes
560,2,1 BHK Flat,1.5,Andheri East,recent construction,Semi Furnished,1,0,yes
1200,2,2 BHK Flat,2.7,Govandi,new construction,Semi Furnished,2,1,yes
800,2,2 BHK Flat,2.61,Wadala,recent construction,Semi Furnished,2,0,yes
1280,3,3 BHK Flat,2.45,Borivali West,mid age property,Unfurnished,3,0,yes
820,1,2 BHK Flat,2.58,Chembur,recent construction,Unfurnished,2,0,yes
1000,2,3 BHK Flat,1.75,Andheri West,modern property,Unfurnished,3,0,yes
2800,5,5 BHK Flat,10,Bandra West,recent construction,Unfurnished,5,0,yes
665,2,2 BHK Flat,2.4,Andheri West,new construction,Unfurnished,2,0,yes
580,1,1 BHK Flat,0.26,Nalasopara West,recent construction,Semi Furnished,1,1,yes
1000,2,2 BHK Flat,1.75,Kanjurmarg West,recent construction,Unfurnished,2,0,yes
1050,2,2 BHK Flat,2.65,Chembur,new construction,Semi Furnished,2,2,yes
1053,2,2 BHK Flat,2.5,Borivali West,recent construction,Unfurnished,2,0,yes
500,2,1 BHK Flat,0.22,Naigaon East,recent construction,Unfurnished,1,1,yes
1650,3,3 BHK Flat,5.4,Andheri West,new construction,Fully Furnished,3,1,yes
932,3,3 BHK Flat,2.75,Mulund West,recent construction,Semi Furnished,3,0,yes
1010,2,2 BHK Flat,1.8,Kandivali East,recent construction,Unfurnished,2,0,yes
975,3,2 BHK Flat,0.83,Mira Road East,recent construction,Semi Furnished,2,4,yes
1650,3,3 BHK Flat,5.6,Lower Parel,recent construction,Semi Furnished,3,2,yes
900,2,2 BHK Flat,3,Dadar East,modern property,Semi Furnished,2,0,yes
840,2,2 BHK Flat,0.84,Bhayandar East,modern property,Semi Furnished,2,4,yes
980,2,2 BHK Flat,1.33,Mira Road East,recent construction,Fully Furnished,2,4,yes
1200,2,2 BHK Flat,3.25,Sion,recent construction,Semi Furnished,2,3,yes
2000,1,4 BHK Flat,11.5,Santacruz West,recent construction,Semi Furnished,4,0,yes
1335,2,3 BHK Flat,0.7,Virar West,recent construction,Semi Furnished,3,3,yes
640,2,2 BHK Flat,1.55,Wadala East,new construction,Unfurnished,2,0,yes
1050,2,3 BHK Flat,3.5,Chembur,new construction,Fully Furnished,3,0,yes
1100,3,2 BHK Flat,1.55,Goregaon West,recent construction,Unfurnished,2,0,yes
1010,2,2 BHK Flat,1.2,Mira Road East,recent construction,Fully Furnished,2,1,yes
850,2,2 BHK Flat,1.04,Mira Road East,new construction,Semi Furnished,2,2,yes
1052,2,2 BHK Flat,1.54,Chembur,recent construction,Unfurnished,2,0,yes
2060,3,4 BHK Flat,9.25,Bandra West,new construction,Semi Furnished,4,3,yes
1209,3,3 BHK Flat,3.45,Kanjurmarg East,new construction,Semi Furnished,3,1,yes
650,2,2 BHK Flat,1.6,Andheri West,new construction,Unfurnished,2,0,yes
1050,2,2 BHK Flat,2.2,Kanjurmarg East,new construction,Semi Furnished,2,0,yes
650,2,1 BHK Flat,0.6,Mira Road East,recent construction,Semi Furnished,1,2,yes
2511,5,4 BHK Flat,8.1,Powai,recent construction,Unfurnished,4,3,yes
1052,2,3 BHK Flat,2.25,others,new construction,Semi Furnished,3,3,yes
1500,3,3 BHK Flat,1.8,Mira Road East,recent construction,Semi Furnished,3,4,yes
1250,3,3 BHK Flat,2.6,Wadala East,modern property,Semi Furnished,3,0,yes
960,2,2 BHK Flat,2.8,Borivali West,modern property,Semi Furnished,2,0,yes
675,2,1 BHK Flat,0.6,Mira Road East,recent construction,Semi Furnished,1,2,yes
585,1,1 BHK Flat,0.27,Nalasopara West,recent construction,Unfurnished,1,1,yes
1500,3,3 BHK Flat,4.7,Borivali East,new construction,Semi Furnished,3,0,yes
1800,3,3 BHK Flat,4.45,Borivali East,new construction,Unfurnished,3,1,yes
1300,3,3 BHK Flat,4.75,Vile Parle East,recent construction,Fully Furnished,3,0,yes
1455,3,3 BHK Flat,3.8,Chembur,new construction,Unfurnished,3,0,yes
1100,2,2 BHK Flat,1.7,Mulund West,modern property,Unfurnished,2,1,yes
600,2,1 BHK Flat,1.11,Mulund West,new construction,Semi Furnished,1,0,yes
460,1,1 BHK Flat,1.2,Santacruz East,recent construction,Fully Furnished,1,0,yes
2500,1,4 BHK Flat,10.5,Bandra West,recent construction,Semi Furnished,4,0,yes
465,2,1 BHK Flat,1.08,Bhandup West,recent construction,Unfurnished,1,0,yes
585,2,1 BHK Flat,1,Kandivali East,modern property,Unfurnished,1,0,no
640,2,2 BHK Flat,0.48,Naigaon East,new construction,Unfurnished,2,3,yes
530,2,1 BHK Flat,0.37,Virar West,recent construction,Semi Furnished,1,1,yes
740,2,1 BHK Flat,0.79,Mira Road East,recent construction,Semi Furnished,1,3,yes
1450,3,3 BHK Flat,1.95,Mulund East,modern property,Unfurnished,3,0,no
850,2,2 BHK Flat,4.2,Dadar West,recent construction,Fully Furnished,2,0,yes
2600,4,4 BHK Flat,6.25,Kandivali East,modern property,Fully Furnished,4,5,yes
1000,4,2 BHK Flat,0.95,Mira Road East,modern property,Unfurnished,2,0,yes
735,2,2 BHK Flat,1.55,Mulund West,mid age property,Fully Furnished,2,0,yes
2511,5,4 BHK Flat,8.5,Powai,recent construction,Unfurnished,4,3,yes
1300,3,3 BHK Flat,2.15,Malad West,new construction,Unfurnished,3,0,yes
610,2,1 BHK Flat,0.95,Borivali East,modern property,Fully Furnished,1,1,no
515,2,1 BHK Flat,1.17,Borivali West,mid age property,Fully Furnished,1,0,no
912,3,3 BHK Flat,2.7,Mulund West,recent construction,Semi Furnished,3,0,yes
500,2,1 BHK Flat,0.21,Naigaon East,recent construction,Unfurnished,1,1,yes
600,2,1 BHK Flat,0.3,Naigaon East,new construction,Semi Furnished,1,2,yes
580,2,1 BHK Flat,1.05,Kandivali East,new construction,Semi Furnished,1,0,yes
580,1,1 BHK Flat,1.47,Sion,modern property,Semi Furnished,1,0,yes
1845,3,3 BHK Flat,10,Parel,recent construction,Semi Furnished,3,1,yes
1350,3,3 BHK Flat,3.54,Goregaon West,recent construction,Unfurnished,3,4,yes
1100,3,3 BHK Flat,4,Byculla,recent construction,Semi Furnished,3,1,yes
1650,4,4 BHK Flat,3.2,Borivali West,new construction,Semi Furnished,4,0,yes
1800,3,3 BHK Flat,6.75,Bandra East,recent construction,Semi Furnished,3,3,yes
400,1,1 BHK Flat,1.45,Mahalakshmi,modern property,Semi Furnished,1,0,no
1290,2,2 BHK Flat,2.85,Malad East,new construction,Unfurnished,2,0,yes
850,3,2 BHK Flat,0.5,Naigaon East,recent construction,Semi Furnished,1,0,yes
1500,2,2 BHK Flat,4.5,Lower Parel,recent construction,Semi Furnished,2,1,yes
1300,3,3 BHK Flat,2.65,Borivali West,modern property,Semi Furnished,3,0,yes
812,2,2 BHK Flat,1.85,Malad East,recent construction,Unfurnished,2,0,yes
510,2,1 BHK Flat,0.32,Virar West,recent construction,Semi Furnished,1,1,yes
1350,3,3 BHK Flat,2.65,Kandivali East,modern property,Semi Furnished,3,0,yes
928,2,2 BHK Flat,1.5,Mulund West,modern property,Semi Furnished,2,0,yes
3000,5,4 BHK Flat,11.5,Lower Parel,recent construction,Semi Furnished,4,4,yes
610,1,1 BHK Flat,0.32,Naigaon East,new construction,Unfurnished,1,2,yes
610,1,1 BHK Flat,0.35,Naigaon East,recent construction,Unfurnished,1,2,yes
960,2,2 BHK Flat,2.25,Chembur,recent construction,Semi Furnished,2,0,yes
561,2,2 BHK Flat,1.02,Vikhroli East,new construction,Semi Furnished,2,0,no
720,2,1 BHK Flat,0.85,Mira Road East,recent construction,Fully Furnished,1,3,yes
620,2,2 BHK Flat,1.6,Borivali West,new construction,Unfurnished,2,0,no
1845,3,3 BHK Flat,10.1,Parel,recent construction,Semi Furnished,3,1,yes
600,2,1 BHK Flat,0.95,Malad West,new construction,Unfurnished,1,0,yes
850,2,2 BHK Flat,1.7,Dahisar West,new construction,Unfurnished,2,0,yes
1100,1,3 BHK Flat,3.85,Andheri West,mid age property,Unfurnished,3,0,yes
590,2,1 BHK Flat,0.27,Nalasopara West,recent construction,Unfurnished,1,1,yes
650,1,1 BHK Flat,0.36,Virar West,new construction,Unfurnished,1,2,no
790,2,2 BHK Flat,1.65,Kandivali East,recent construction,Semi Furnished,2,0,yes
1050,2,2 BHK Flat,2.7,Mahim,recent construction,Semi Furnished,2,0,yes
860,2,2 BHK Flat,0.76,Goregaon East,modern property,Semi Furnished,2,0,no
1579,2,3 BHK Flat,6.7,Chembur,new construction,Semi Furnished,3,1,yes
500,2,1 BHK Flat,0.32,Naigaon East,new construction,Unfurnished,1,2,yes
624,2,2 BHK Flat,1.3,Andheri East,mid age property,Fully Furnished,2,0,yes
450,1,1 BHK Flat,1.5,Dadar West,modern property,Semi Furnished,1,0,no
410,1,1 BHK Flat,0.58,Kandivali West,recent construction,Unfurnished,1,0,yes
2500,4,4 BHK Flat,10,Vikhroli East,new construction,Semi Furnished,4,3,yes
900,3,3 BHK Flat,1.05,Mira Road East,recent construction,Semi Furnished,3,3,yes
590,3,1 BHK Flat,0.3,Naigaon East,recent construction,Semi Furnished,1,0,no
625,2,2 BHK Flat,1.2,Vikhroli East,new construction,Semi Furnished,2,0,yes
610,1,1 BHK Flat,0.31,Naigaon East,recent construction,Semi Furnished,1,0,yes
900,3,2 BHK Flat,0.54,Nalasopara West,new construction,Semi Furnished,1,0,yes
2800,4,3 BHK Flat,11,Lower Parel,recent construction,Semi Furnished,3,3,yes
1500,1,3 BHK Flat,6,Santacruz West,modern property,Semi Furnished,3,0,yes
2000,3,3 BHK Flat,3.3,Mulund West,recent construction,Unfurnished,3,0,yes
1300,3,3 BHK Flat,2.4,Andheri West,modern property,Unfurnished,3,0,yes
750,2,2 BHK Flat,2.5,Andheri West,new construction,Unfurnished,2,0,yes
2850,4,3 BHK Flat,8.7,Lower Parel,new construction,Fully Furnished,3,3,yes
700,1,1 BHK Flat,1.1,Mulund East,modern property,Fully Furnished,1,0,yes
650,2,2 BHK Flat,2.4,Lower Parel,recent construction,Fully Furnished,2,0,yes
1800,3,3 BHK Flat,13.5,Cumballa Hill,mid age property,Semi Furnished,3,0,yes
1800,4,4 BHK Flat,2.4,Kurla West,modern property,Unfurnished,4,4,yes
4690,4,4 BHK Flat,8.5,Powai,recent construction,Semi Furnished,4,0,yes
640,2,2 BHK Flat,1.25,Vikhroli East,new construction,Unfurnished,2,0,yes
590,2,1 BHK Flat,1.09,Borivali West,new construction,Unfurnished,1,0,no
1500,3,3 BHK Flat,9.8,Worli,mid age property,Fully Furnished,3,0,yes
1500,3,3 BHK Flat,5.75,Bandra West,recent construction,Fully Furnished,3,1,yes
1300,2,2 BHK Flat,3.75,Matunga West,new construction,Unfurnished,2,0,yes
1010,2,2 BHK Flat,1.75,Mulund West,modern property,Semi Furnished,2,0,yes
1060,3,2 BHK Flat,1.2,Mira Road East,modern property,Fully Furnished,2,0,yes
960,2,2 BHK Flat,2.2,Kandivali East,new construction,Unfurnished,2,0,yes
820,2,1 BHK Flat,0.61,Mira Road East,recent construction,Semi Furnished,1,2,yes
950,3,3 BHK Flat,2.6,Andheri East,modern property,Semi Furnished,3,0,yes
3350,3,4 BHK Flat,7,Borivali East,recent construction,Fully Furnished,4,1,yes
795,2,2 BHK Flat,1.87,Wadala East,recent construction,Semi Furnished,2,0,yes
1600,3,3 BHK Flat,6.5,Bandra West,modern property,Semi Furnished,3,3,yes
1400,3,3 BHK Flat,10,Khar West,recent construction,Semi Furnished,3,0,yes
1600,2,3 BHK Flat,2.85,Kurla West,recent construction,Semi Furnished,3,4,yes
972,2,2 BHK Flat,1.15,Mira Road East,recent construction,Semi Furnished,2,0,yes
1802,2,3 BHK Flat,7,Chembur,new construction,Semi Furnished,3,1,yes
1950,2,3 BHK Flat,9.24,Powai,new construction,Semi Furnished,3,2,yes
2100,5,4 BHK Flat,7,Andheri West,recent construction,Fully Furnished,4,0,yes
585,1,1 BHK Flat,1,Kandivali East,modern property,Unfurnished,1,0,no
900,1,2 BHK Flat,1.45,Kandivali West,modern property,Semi Furnished,2,0,yes
1335,3,3 BHK Flat,5.2,Powai,recent construction,Unfurnished,3,2,yes
825,2,2 BHK Flat,1.75,Kandivali East,recent construction,Fully Furnished,2,0,yes
1560,3,3 BHK Flat,4.5,Borivali East,new construction,Unfurnished,3,3,yes
1560,1,3 BHK Flat,2.1,Andheri East,recent construction,Semi Furnished,3,0,yes
610,2,1 BHK Flat,1,Kandivali East,modern property,Unfurnished,1,1,no
2000,1,3 BHK Flat,8.5,Santacruz West,recent construction,Fully Furnished,3,0,yes
1395,1,2 BHK Flat,3.08,Wadala East,recent construction,Semi Furnished,2,0,yes
930,2,2 BHK Flat,1.7,Kandivali East,recent construction,Unfurnished,2,0,yes
1315,3,3 BHK Flat,6.58,Santacruz West,new construction,Unfurnished,3,0,yes
570,2,1 BHK Flat,0.35,Naigaon East,new construction,Unfurnished,1,2,yes
837,2,2 BHK Flat,1.95,Goregaon East,new construction,Unfurnished,2,0,yes
2400,5,5 BHK Flat,6.45,Goregaon West,modern property,Fully Furnished,5,2,yes
650,2,1 BHK Flat,2,Matunga East,new construction,Semi Furnished,1,0,yes
720,2,2 BHK Flat,1.35,Chembur,recent construction,Unfurnished,2,0,no
750,2,1 BHK Flat,0.71,Mira Road East,recent construction,Unfurnished,1,3,no
313,2,1 BHK Flat,0.65,Bhandup West,new construction,Unfurnished,1,0,yes
1500,2,3 BHK Flat,2.5,Chembur,recent construction,Semi Furnished,3,1,yes
1880,3,4 BHK Flat,5.8,Madh,recent construction,Fully Furnished,4,1,yes
1900,3,3 BHK Flat,5.1,Andheri West,recent construction,Unfurnished,3,0,yes
950,3,3 BHK Flat,2.26,Andheri East,modern property,Semi Furnished,3,0,yes
1000,1,2 BHK Flat,3.6,Andheri West,modern property,Semi Furnished,2,0,yes
1140,2,2 BHK Flat,2.4,Andheri East,modern property,Semi Furnished,2,1,yes
930,2,2 BHK Flat,0.8,Vasai West,recent construction,Semi Furnished,2,0,yes
1431,3,3 BHK Flat,8,Mahim,recent construction,Semi Furnished,3,0,no
1237,2,2 BHK Flat,2,Andheri East,new construction,Unfurnished,2,1,yes
859,3,3 BHK Flat,2.3,Mulund West,new construction,Unfurnished,3,0,yes
609,2,2 BHK Flat,0.98,Kandivali East,recent construction,Unfurnished,2,0,yes
764,2,2 BHK Flat,0.75,Goregaon East,modern property,Semi Furnished,2,1,yes
851,2,2 BHK Flat,2.18,Kandivali East,new construction,Semi Furnished,2,1,yes
2040,5,5 BHK Flat,9,Santacruz West,recent construction,Semi Furnished,5,0,yes
1200,3,3 BHK Flat,4,Byculla,recent construction,Semi Furnished,3,0,yes
900,2,2 BHK Flat,1.05,Mira Road East,recent construction,Semi Furnished,2,3,yes
2625,5,5 BHK Flat,6.15,Powai,modern property,Semi Furnished,5,1,yes
600,1,1 BHK Flat,1.95,Sion,recent construction,Semi Furnished,1,1,yes
600,2,1 BHK Flat,1.1,Borivali West,modern property,Fully Furnished,1,0,yes
700,2,2 BHK Flat,1.55,Kanjurmarg East,new construction,Semi Furnished,2,0,yes
1350,2,3 BHK Flat,8.75,others,recent construction,Unfurnished,3,2,yes
1000,1,2 BHK Flat,4.65,Khar West,new construction,Semi Furnished,2,0,yes
1100,2,2 BHK Flat,1.15,Thane West,recent construction,Semi Furnished,2,1,yes
950,3,3 BHK Flat,2.55,Ghatkopar East,new construction,Semi Furnished,3,0,yes
1560,2,3 BHK Flat,4.35,Chembur,recent construction,Semi Furnished,3,2,yes
1255,2,3 BHK Flat,1.95,Kandivali East,recent construction,Semi Furnished,3,1,yes
1386,2,3 BHK Flat,4.25,Mulund West,new construction,Unfurnished,3,1,yes
878,2,2 BHK Flat,3.99,Santacruz West,new construction,Unfurnished,2,0,yes
450,2,1 BHK Flat,0.85,Chembur,recent construction,Unfurnished,1,0,yes
